Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
AZD8055,1059,LN-229,1240169,GBM,nervous_system,glioma,2.606016197,0.950367264,2.0,0.046142118,1.924911032,GDSC2
AZD8055,1059,LNZTA3WT4,1240170,GBM,nervous_system,glioma,-0.857830162,0.72555855,2.0,0.130080042,-0.601876402,GDSC2
AZD8055,1059,GRANTA-519,1303897,DLBC,blood,B_cell_lymphoma,0.92654006,0.885219654,2.0,0.087689666,0.699776093,GDSC2
AZD8055,1059,JSC-1,1327769,DLBC,blood,B_cell_lymphoma,-1.07200423,0.723522504,2.0,0.126244256,-0.758110914,GDSC2
AZD8055,1059,KARPAS-1106P,1327773,DLBC,blood,B_cell_lymphoma,-1.126753166,0.718872454,2.0,0.153057443,-0.798048864,GDSC2
AZD8055,1059,RC-K8,1330995,DLBC,blood,B_cell_lymphoma,-0.958563973,0.717094232,2.0,0.137680521,-0.675359144,GDSC2
AZD8055,1059,SLVL,1331032,DLBC,blood,B_cell_lymphoma,0.214261866,0.845480208,2.0,0.090632706,0.180187345,GDSC2
AZD8055,1059,SU-DHL-10,1331033,DLBC,blood,B_cell_lymphoma,-2.155866313,0.586498756,2.0,0.128478471,-1.548760616,GDSC2
AZD8055,1059,SU-DHL-5,1331036,DLBC,blood,B_cell_lymphoma,-2.09686227,0.595794576,2.0,0.074392383,-1.505718674,GDSC2
AZD8055,1059,SU-DHL-6,1331037,DLBC,blood,B_cell_lymphoma,-2.405613041,0.550608392,2.0,0.071455906,-1.730944474,GDSC2
AZD8055,1059,SU-DHL-8,1331038,DLBC,blood,B_cell_lymphoma,-0.689970609,0.789962011,2.0,0.193567876,-0.479427146,GDSC2
AZD8055,1059,TK,1331045,DLBC,blood,B_cell_lymphoma,2.484885246,0.987418616,2.0,0.026251467,1.836549097,GDSC2
AZD8055,1059,VAL,1331048,DLBC,blood,B_cell_lymphoma,-0.904338849,0.733632565,2.0,0.118307254,-0.635803301,GDSC2
AZD8055,1059,WSU-DLCL2,1331050,DLBC,blood,B_cell_lymphoma,-2.577192822,0.525831076,2.0,0.059195045,-1.856107541,GDSC2
PD0325901,1060,42-MG-BA,687561,GBM,nervous_system,glioma,2.744921435,0.970160485,2.5,0.075390584,0.654390976,GDSC2
PD0325901,1060,8-MG-BA,687562,GBM,nervous_system,glioma,2.683619108,0.978095319,2.5,0.106964731,0.625791392,GDSC2
PD0325901,1060,A172,687563,GBM,nervous_system,glioma,1.34567557,0.914782224,2.5,0.073291556,0.001596023,GDSC2
PD0325901,1060,GB-1,687568,GBM,nervous_system,glioma,4.212663355,0.973479804,2.5,0.039562744,1.339141626,GDSC2
PD0325901,1060,T98G,687586,GBM,nervous_system,glioma,2.924929876,0.973639434,2.5,0.070518638,0.738370928,GDSC2
PD0325901,1060,U-118-MG,687588,GBM,nervous_system,glioma,2.301886781,0.931676263,2.5,0.073185824,0.447700505,GDSC2
PD0325901,1060,U-87-MG,687590,GBM,nervous_system,glioma,0.934836521,0.889207168,2.5,0.115481589,-0.190074122,GDSC2
PD0325901,1060,YKG-1,687592,GBM,nervous_system,glioma,1.966465742,0.922660168,2.5,0.085443408,0.291215382,GDSC2
PD0325901,1060,D-542MG,753549,GBM,nervous_system,glioma,4.19933711,0.969214181,2.5,0.096209475,1.332924488,GDSC2
PD0325901,1060,SNB75,905982,GBM,nervous_system,glioma,3.251459685,0.952132053,2.5,0.126399953,0.890707995,GDSC2
PD0325901,1060,U251,905983,GBM,nervous_system,glioma,1.383929618,0.914919879,2.5,0.094126204,0.019442815,GDSC2
PD0325901,1060,SF539,905984,LGG,nervous_system,glioma,1.000821013,0.920785491,2.5,0.119480531,-0.159290151,GDSC2
PD0325901,1060,SF295,905985,GBM,nervous_system,glioma,3.982184439,0.977187492,2.5,0.09346773,1.231615511,GDSC2
PD0325901,1060,SF268,905986,GBM,nervous_system,glioma,3.387916979,0.971781217,2.5,0.064875155,0.954369883,GDSC2
PD0325901,1060,Becker,906746,GBM,nervous_system,glioma,1.567998309,0.923394903,2.5,0.136127026,0.10531701,GDSC2
PD0325901,1060,CRO-AP2,906807,DLBC,blood,B_cell_lymphoma,3.126528516,0.992161287,2.5,0.087379225,0.83242343,GDSC2
PD0325901,1060,DB,906832,DLBC,blood,B_cell_lymphoma,2.854727887,0.975972811,2.5,0.107624047,0.705619355,GDSC2
PD0325901,1060,DBTRG-05MG,906835,GBM,nervous_system,glioma,1.375367513,0.853844564,2.5,0.123677877,0.015448307,GDSC2
PD0325901,1060,DK-MG,906839,GBM,nervous_system,glioma,0.972046685,0.877075925,2.5,0.102132182,-0.172714337,GDSC2
PD0325901,1060,DOHH-2,906842,DLBC,blood,B_cell_lymphoma,2.07799179,0.998904001,2.5,0.086507463,0.343246011,GDSC2
PD0325901,1060,GAMG,906868,LGG,nervous_system,glioma,3.447954193,0.976223376,2.5,0.090496675,0.982379249,GDSC2
PD0325901,1060,GI-1,906871,LGG,nervous_system,glioma,2.025387413,0.964516452,2.5,0.096532374,0.318704311,GDSC2
PD0325901,1060,H4,907042,LGG,nervous_system,glioma,1.715671681,0.950612433,2.5,0.097799793,0.174211573,GDSC2
PD0325901,1060,KALS-1,907271,LGG,nervous_system,glioma,0.267334173,0.84372043,2.5,0.114782432,-0.501486271,GDSC2
PD0325901,1060,KARPAS-422,907274,DLBC,blood,B_cell_lymphoma,2.906549201,0.975675504,2.5,0.114698741,0.729795729,GDSC2
PD0325901,1060,KINGS-1,907279,LGG,nervous_system,glioma,2.027544819,0.899333822,2.5,0.103475019,0.319710813,GDSC2
PD0325901,1060,KNS-42,907282,LGG,nervous_system,glioma,5.223561877,0.984488029,2.5,0.073899351,1.810759566,GDSC2
PD0325901,1060,KS-1,907313,GBM,nervous_system,glioma,1.085522091,0.895204468,2.5,0.083503223,-0.119774268,GDSC2
PD0325901,1060,MC116,907799,DLBC,blood,B_cell_lymphoma,2.443787888,0.993070076,2.5,0.074981522,0.513902114,GDSC2
PD0325901,1060,MOG-G-CCM,908144,LGG,nervous_system,glioma,3.618505029,0.968743469,2.5,0.058779814,1.061946913,GDSC2
PD0325901,1060,MOG-G-UVW,908145,LGG,nervous_system,glioma,0.889873689,0.90989023,2.5,0.099043403,-0.211050785,GDSC2
PD0325901,1060,NMC-G1,908449,LGG,nervous_system,glioma,3.606224553,0.882937241,2.5,0.077287127,1.056217661,GDSC2
PD0325901,1060,no-11,908450,LGG,nervous_system,glioma,3.767191849,0.958847744,2.5,0.093651729,1.131314283,GDSC2
PD0325901,1060,no-10,908452,LGG,nervous_system,glioma,3.434561485,0.967549172,2.5,0.102578059,0.976131104,GDSC2
PD0325901,1060,SF126,909712,GBM,nervous_system,glioma,1.799184648,0.930985137,2.5,0.108165805,0.213173162,GDSC2
PD0325901,1060,SK-MG-1,909729,GBM,nervous_system,glioma,2.609822157,0.956339917,2.5,0.085436064,0.591362648,GDSC2
PD0325901,1060,SW1088,909745,GBM,nervous_system,glioma,2.969848196,0.951886249,2.5,0.073686089,0.759326826,GDSC2
PD0325901,1060,TUR,909773,DLBC,blood,B_cell_lymphoma,1.908631735,0.980695922,2.5,0.065003255,0.264233886,GDSC2
PD0325901,1060,YH-13,909905,GBM,nervous_system,glioma,2.723944507,0.959951555,2.5,0.060728196,0.644604538,GDSC2
PD0325901,1060,LN-405,910694,GBM,nervous_system,glioma,3.097141698,0.966923469,2.5,0.062503552,0.818713498,GDSC2
PD0325901,1060,RL,910861,DLBC,blood,B_cell_lymphoma,4.002211353,0.991056694,2.5,0.029306959,1.240958735,GDSC2
PD0325901,1060,BC-1,910919,DLBC,blood,B_cell_lymphoma,2.180843509,0.980393976,2.5,0.13939866,0.391229774,GDSC2
PD0325901,1060,SCC-3,910930,DLBC,blood,B_cell_lymphoma,1.737357805,0.974148611,2.5,0.088376642,0.184328874,GDSC2
PD0325901,1060,AM-38,910933,GBM,nervous_system,glioma,-1.725016306,0.695139451,2.5,0.182504228,-1.430984345,GDSC2
PD0325901,1060,A4-Fuk,910934,DLBC,blood,B_cell_lymphoma,-0.848108031,0.791043168,2.5,0.198336871,-1.021877332,GDSC2
PD0325901,1060,A3-KAW,910935,DLBC,blood,B_cell_lymphoma,-0.719619604,0.812689163,2.5,0.18888634,-0.961933188,GDSC2
PD0325901,1060,CAS-1,910943,GBM,nervous_system,glioma,1.673049842,0.904062431,2.5,0.095944174,0.154327061,GDSC2
PD0325901,1060,KNS-81-FD,924188,LGG,nervous_system,glioma,4.073092492,0.969665271,2.5,0.079159599,1.274027155,GDSC2
PD0325901,1060,D-247MG,946367,GBM,nervous_system,glioma,1.859960991,0.895578174,2.5,0.130176735,0.241527357,GDSC2
PD0325901,1060,D-263MG,946368,GBM,nervous_system,glioma,1.763237856,0.932507696,2.5,0.077737065,0.196402783,GDSC2
PD0325901,1060,D-336MG,946369,LGG,nervous_system,glioma,3.163574743,0.964374257,2.5,0.076128601,0.849706733,GDSC2
PD0325901,1060,D-392MG,946370,GBM,nervous_system,glioma,1.79140219,0.92035871,2.5,0.127529009,0.209542386,GDSC2
PD0325901,1060,D-423MG,946372,GBM,nervous_system,glioma,4.540249788,0.991030177,2.5,0.058843395,1.491971644,GDSC2
PD0325901,1060,D-502MG,946373,LGG,nervous_system,glioma,1.662647355,0.867489001,2.5,0.12526326,0.149473953,GDSC2
PD0325901,1060,D-566MG,946377,GBM,nervous_system,glioma,2.839156136,0.978331407,2.5,0.032358021,0.698354613,GDSC2
PD0325901,1060,CTB-1,949088,DLBC,blood,B_cell_lymphoma,3.496750423,0.96553275,2.5,0.097493766,1.005144321,GDSC2
PD0325901,1060,M059J,949094,GBM,nervous_system,glioma,3.198794498,0.96524621,2.5,0.09557456,0.866137926,GDSC2
PD0325901,1060,Hs-683,1240150,LGG,nervous_system,glioma,2.345281091,0.952879708,2.5,0.108901492,0.467945401,GDSC2
PD0325901,1060,LN-18,1240168,GBM,nervous_system,glioma,2.52772874,0.965154042,2.5,0.083873483,0.553063326,GDSC2
PD0325901,1060,LN-229,1240169,GBM,nervous_system,glioma,1.510687993,0.919664358,2.5,0.110804491,0.078579832,GDSC2
PD0325901,1060,LNZTA3WT4,1240170,GBM,nervous_system,glioma,2.259964092,0.954197572,2.5,0.107966188,0.42814217,GDSC2
PD0325901,1060,Farage,1297449,DLBC,blood,B_cell_lymphoma,0.996060091,0.943270669,2.5,0.136614771,-0.16151128,GDSC2
PD0325901,1060,GRANTA-519,1303897,DLBC,blood,B_cell_lymphoma,3.23010301,0.977441648,2.5,0.065758118,0.880744393,GDSC2
PD0325901,1060,JEKO-1,1327765,DLBC,blood,B_cell_lymphoma,3.287676937,0.990307619,2.5,0.035871533,0.907604554,GDSC2
PD0325901,1060,JM1,1327768,DLBC,blood,B_cell_lymphoma,3.003555323,0.997301256,2.5,0.030929166,0.775052327,GDSC2
PD0325901,1060,JSC-1,1327769,DLBC,blood,B_cell_lymphoma,-1.472900525,0.731778382,2.5,0.209475433,-1.313363909,GDSC2
PD0325901,1060,KARPAS-1106P,1327773,DLBC,blood,B_cell_lymphoma,2.643173976,0.984988454,2.5,0.084363939,0.606922386,GDSC2
PD0325901,1060,NU-DUL-1,1330982,DLBC,blood,B_cell_lymphoma,1.508913277,0.952049874,2.5,0.116155202,0.077751868,GDSC2
PD0325901,1060,OCI-LY-19,1330984,DLBC,blood,B_cell_lymphoma,0.596214333,0.886745429,2.5,0.246324524,-0.348052687,GDSC2
PD0325901,1060,RC-K8,1330995,DLBC,blood,B_cell_lymphoma,3.400487105,0.980219407,2.5,0.062030883,0.960234266,GDSC2
PD0325901,1060,SLVL,1331032,DLBC,blood,B_cell_lymphoma,-0.035119576,0.850449578,2.5,0.191419684,-0.642591052,GDSC2
PD0325901,1060,SU-DHL-10,1331033,DLBC,blood,B_cell_lymphoma,2.011987158,0.987707958,2.5,0.124150857,0.312452644,GDSC2
PD0325901,1060,SU-DHL-16,1331034,DLBC,blood,B_cell_lymphoma,1.619091312,0.974231416,2.5,0.11611358,0.129153603,GDSC2
PD0325901,1060,SU-DHL-4,1331035,DLBC,blood,B_cell_lymphoma,2.983531159,0.992401179,2.5,0.019746283,0.765710385,GDSC2
PD0325901,1060,SU-DHL-5,1331036,DLBC,blood,B_cell_lymphoma,1.338851331,0.98008254,2.5,0.154748065,-0.001587712,GDSC2
PD0325901,1060,SU-DHL-6,1331037,DLBC,blood,B_cell_lymphoma,1.942968482,0.98422019,2.5,0.135385675,0.280253126,GDSC2
PD0325901,1060,SU-DHL-8,1331038,DLBC,blood,B_cell_lymphoma,3.340757333,0.998513892,2.5,0.03838989,0.932368332,GDSC2
PD0325901,1060,TK,1331045,DLBC,blood,B_cell_lymphoma,3.425476564,0.995949154,2.5,0.072894705,0.971892684,GDSC2
PD0325901,1060,VAL,1331048,DLBC,blood,B_cell_lymphoma,2.320795034,0.968046346,2.5,0.11580376,0.456521837,GDSC2
PD0325901,1060,WSU-DLCL2,1331050,DLBC,blood,B_cell_lymphoma,3.161521371,0.994916482,2.5,0.076644594,0.848748767,GDSC2
SB590885,1061,42-MG-BA,687561,GBM,nervous_system,glioma,2.916444395,0.943281644,5.0,0.065463793,-1.050265335,GDSC2
SB590885,1061,8-MG-BA,687562,GBM,nervous_system,glioma,4.082193706,0.983969209,5.0,0.080429009,-0.186873239,GDSC2
SB590885,1061,A172,687563,GBM,nervous_system,glioma,4.826335897,0.979818541,5.0,0.02775572,0.364262824,GDSC2
SB590885,1061,GB-1,687568,GBM,nervous_system,glioma,5.570213051,0.975670307,5.0,0.045079625,0.915202593,GDSC2
SB590885,1061,T98G,687586,GBM,nervous_system,glioma,4.887647713,0.986209257,5.0,0.078206348,0.409672362,GDSC2
SB590885,1061,U-118-MG,687588,GBM,nervous_system,glioma,5.179244622,0.97131867,5.0,0.03728713,0.625638577,GDSC2
SB590885,1061,YKG-1,687592,GBM,nervous_system,glioma,5.138606242,0.984606558,5.0,0.031354771,0.595540463,GDSC2
SB590885,1061,D-542MG,753549,GBM,nervous_system,glioma,5.601471719,0.979444886,5.0,0.036757171,0.938353785,GDSC2
SB590885,1061,SNB75,905982,GBM,nervous_system,glioma,5.525587768,0.980940079,5.0,0.037035361,0.882151647,GDSC2
SB590885,1061,U251,905983,GBM,nervous_system,glioma,5.326155413,0.984805531,5.0,0.030220098,0.734445517,GDSC2
SB590885,1061,SF539,905984,LGG,nervous_system,glioma,4.470895774,0.988162686,5.0,0.04102934,0.101012235,GDSC2
SB590885,1061,SF295,905985,GBM,nervous_system,glioma,5.12518109,0.983092531,5.0,0.032781629,0.585597355,GDSC2
SB590885,1061,SF268,905986,GBM,nervous_system,glioma,5.321751535,0.982942985,5.0,0.065614373,0.731183861,GDSC2
SB590885,1061,Becker,906746,GBM,nervous_system,glioma,5.277257167,0.984516854,5.0,0.034997277,0.698229876,GDSC2
SB590885,1061,CRO-AP2,906807,DLBC,blood,B_cell_lymphoma,1.279102,0.891207329,5.0,0.142104466,-2.262934705,GDSC2
SB590885,1061,DB,906832,DLBC,blood,B_cell_lymphoma,2.078688433,0.909813404,5.0,0.113900718,-1.670734821,GDSC2
SB590885,1061,DBTRG-05MG,906835,GBM,nervous_system,glioma,5.684268721,0.95015457,5.0,0.029088343,0.999675955,GDSC2
SB590885,1061,DK-MG,906839,GBM,nervous_system,glioma,5.704751991,0.979858855,5.0,0.035755142,1.014846535,GDSC2
SB590885,1061,DOHH-2,906842,DLBC,blood,B_cell_lymphoma,2.668372578,0.998022022,5.0,0.01517656,-1.233995443,GDSC2
SB590885,1061,GAMG,906868,LGG,nervous_system,glioma,4.96815231,0.981832187,5.0,0.083761279,0.469296701,GDSC2
SB590885,1061,GI-1,906871,LGG,nervous_system,glioma,4.325311189,0.98810438,5.0,0.06842962,-0.006812474,GDSC2
SB590885,1061,H4,907042,LGG,nervous_system,glioma,4.444986757,0.987105895,5.0,0.072387679,0.081823169,GDSC2
SB590885,1061,KALS-1,907271,LGG,nervous_system,glioma,4.589597943,0.968681755,5.0,0.098301347,0.188926947,GDSC2
SB590885,1061,KARPAS-422,907274,DLBC,blood,B_cell_lymphoma,4.6864675,0.985883208,5.0,0.031613788,0.260671711,GDSC2
SB590885,1061,KINGS-1,907279,LGG,nervous_system,glioma,6.164907641,0.970518869,5.0,0.065932212,1.355652871,GDSC2
SB590885,1061,KNS-42,907282,LGG,nervous_system,glioma,5.483332203,0.979922511,5.0,0.033845183,0.850855793,GDSC2
SB590885,1061,KS-1,907313,GBM,nervous_system,glioma,5.362135482,0.982481424,5.0,0.033522029,0.761093534,GDSC2
SB590885,1061,MC116,907799,DLBC,blood,B_cell_lymphoma,2.440367871,0.979881871,5.0,0.016832988,-1.402863191,GDSC2
SB590885,1061,MOG-G-CCM,908144,LGG,nervous_system,glioma,5.520236825,0.979372952,5.0,0.039655427,0.878188564,GDSC2
SB590885,1061,MOG-G-UVW,908145,LGG,nervous_system,glioma,4.141696271,0.981218617,5.0,0.070965448,-0.142803692,GDSC2
SB590885,1061,NMC-G1,908449,LGG,nervous_system,glioma,7.623028396,0.960050798,5.0,0.063920401,2.435584828,GDSC2
SB590885,1061,no-11,908450,LGG,nervous_system,glioma,6.314280407,0.985394862,5.0,0.025995402,1.46628323,GDSC2
SB590885,1061,no-10,908452,LGG,nervous_system,glioma,5.234028339,0.984397719,5.0,0.031240476,0.666213191,GDSC2
SB590885,1061,SF126,909712,GBM,nervous_system,glioma,4.558601135,0.985206442,5.0,0.030549007,0.165969696,GDSC2
SB590885,1061,SK-MG-1,909729,GBM,nervous_system,glioma,5.268306175,0.983239279,5.0,0.039408934,0.691600479,GDSC2
SB590885,1061,SW1088,909745,GBM,nervous_system,glioma,5.603815521,0.977904857,5.0,0.058555297,0.940089682,GDSC2
SB590885,1061,TUR,909773,DLBC,blood,B_cell_lymphoma,2.768952378,0.978933971,5.0,0.063257534,-1.15950275,GDSC2
SB590885,1061,YH-13,909905,GBM,nervous_system,glioma,5.157806529,0.982492918,5.0,0.054190538,0.609760824,GDSC2
SB590885,1061,LN-405,910694,GBM,nervous_system,glioma,5.529292397,0.985495198,5.0,0.028365579,0.884895417,GDSC2
SB590885,1061,RL,910861,DLBC,blood,B_cell_lymphoma,4.217885057,0.986336183,5.0,0.031776134,-0.086375783,GDSC2
SB590885,1061,BC-1,910919,DLBC,blood,B_cell_lymphoma,3.848207029,0.990909487,5.0,0.027544076,-0.36017143,GDSC2
SB590885,1061,SCC-3,910930,DLBC,blood,B_cell_lymphoma,3.719647019,0.99242086,5.0,0.0346042,-0.455387182,GDSC2
SB590885,1061,AM-38,910933,GBM,nervous_system,glioma,2.299928443,0.909369966,5.0,0.05800152,-1.506877229,GDSC2
SB590885,1061,A4-Fuk,910934,DLBC,blood,B_cell_lymphoma,4.105819332,0.988310952,5.0,0.036777189,-0.169375327,GDSC2
SB590885,1061,A3-KAW,910935,DLBC,blood,B_cell_lymphoma,2.25234149,0.959226023,5.0,0.037011918,-1.542121684,GDSC2
SB590885,1061,CAS-1,910943,GBM,nervous_system,glioma,5.832878025,0.977847432,5.0,0.07437879,1.10974087,GDSC2
SB590885,1061,KNS-81-FD,924188,LGG,nervous_system,glioma,5.692313134,0.982427051,5.0,0.032229833,1.00563391,GDSC2
SB590885,1061,D-247MG,946367,GBM,nervous_system,glioma,5.524144148,0.979247587,5.0,0.037369059,0.881082455,GDSC2
SB590885,1061,D-263MG,946368,GBM,nervous_system,glioma,5.224292286,0.984617403,5.0,0.03205372,0.659002351,GDSC2
SB590885,1061,D-336MG,946369,LGG,nervous_system,glioma,4.60583019,0.978511067,5.0,0.09428688,0.20094908,GDSC2
SB590885,1061,D-392MG,946370,GBM,nervous_system,glioma,6.037271375,0.985793052,5.0,0.027053842,1.261121275,GDSC2
SB590885,1061,D-423MG,946372,GBM,nervous_system,glioma,4.630613263,0.985562276,5.0,0.032466191,0.219304235,GDSC2
SB590885,1061,D-502MG,946373,LGG,nervous_system,glioma,5.941854746,0.976159343,5.0,0.039702387,1.190452596,GDSC2
SB590885,1061,D-566MG,946377,GBM,nervous_system,glioma,4.338246465,0.989665792,5.0,0.029678829,0.002767815,GDSC2
SB590885,1061,CTB-1,949088,DLBC,blood,B_cell_lymphoma,5.300367656,0.98298009,5.0,0.025231969,0.715346261,GDSC2
SB590885,1061,M059J,949094,GBM,nervous_system,glioma,5.406480519,0.981564986,5.0,0.037915404,0.79393692,GDSC2
SB590885,1061,Hs-683,1240150,LGG,nervous_system,glioma,4.626242089,0.985938236,5.0,0.035418353,0.216066801,GDSC2
SB590885,1061,LN-18,1240168,GBM,nervous_system,glioma,4.051917158,0.974358898,5.0,0.047876271,-0.209297041,GDSC2
SB590885,1061,LN-229,1240169,GBM,nervous_system,glioma,5.052429724,0.981272378,5.0,0.038468216,0.531715313,GDSC2
SB590885,1061,LNZTA3WT4,1240170,GBM,nervous_system,glioma,4.971861624,0.984687592,5.0,0.0976004,0.472043941,GDSC2
SB590885,1061,Farage,1297449,DLBC,blood,B_cell_lymphoma,1.15704278,0.881503721,5.0,0.131946454,-2.353335759,GDSC2
SB590885,1061,GRANTA-519,1303897,DLBC,blood,B_cell_lymphoma,5.045735334,0.986680551,5.0,0.032934247,0.526757229,GDSC2
SB590885,1061,JEKO-1,1327765,DLBC,blood,B_cell_lymphoma,3.884444656,0.989277565,5.0,0.056525685,-0.333332658,GDSC2
SB590885,1061,JM1,1327768,DLBC,blood,B_cell_lymphoma,3.02150937,0.991982438,5.0,0.009960788,-0.972450776,GDSC2
SB590885,1061,JSC-1,1327769,DLBC,blood,B_cell_lymphoma,3.014591272,0.969706082,5.0,0.059025023,-0.977574545,GDSC2
SB590885,1061,KARPAS-1106P,1327773,DLBC,blood,B_cell_lymphoma,3.338213413,0.980034223,5.0,0.072303922,-0.737889396,GDSC2
SB590885,1061,NU-DUL-1,1330982,DLBC,blood,B_cell_lymphoma,3.438563731,0.987384338,5.0,0.01915383,-0.663566665,GDSC2
SB590885,1061,OCI-LY-19,1330984,DLBC,blood,B_cell_lymphoma,3.238956475,0.981578265,5.0,0.017167974,-0.811402333,GDSC2
SB590885,1061,SLVL,1331032,DLBC,blood,B_cell_lymphoma,4.332693394,0.98445755,5.0,0.026026824,-0.001344971,GDSC2
SB590885,1061,SU-DHL-10,1331033,DLBC,blood,B_cell_lymphoma,2.145904499,0.965258843,5.0,0.103472311,-1.620952403,GDSC2
SB590885,1061,SU-DHL-16,1331034,DLBC,blood,B_cell_lymphoma,2.208427258,0.970290259,5.0,0.048048346,-1.574646001,GDSC2
SB590885,1061,SU-DHL-4,1331035,DLBC,blood,B_cell_lymphoma,3.616084463,0.991806769,5.0,0.021915013,-0.532089001,GDSC2
SB590885,1061,SU-DHL-5,1331036,DLBC,blood,B_cell_lymphoma,1.040115239,0.896837998,5.0,0.139358913,-2.439936123,GDSC2
SB590885,1061,SU-DHL-6,1331037,DLBC,blood,B_cell_lymphoma,1.290418323,0.90405531,5.0,0.115022452,-2.254553466,GDSC2
SB590885,1061,SU-DHL-8,1331038,DLBC,blood,B_cell_lymphoma,1.150879132,0.897319839,5.0,0.137881034,-2.357900758,GDSC2
SB590885,1061,TK,1331045,DLBC,blood,B_cell_lymphoma,3.913393981,0.993105108,5.0,0.034315776,-0.311891841,GDSC2
SB590885,1061,VAL,1331048,DLBC,blood,B_cell_lymphoma,2.054021058,0.914458928,5.0,0.102109288,-1.689004286,GDSC2
SB590885,1061,WSU-DLCL2,1331050,DLBC,blood,B_cell_lymphoma,1.655406422,0.923068193,5.0,0.085971172,-1.984231333,GDSC2
Selumetinib,1062,42-MG-BA,687561,GBM,nervous_system,glioma,4.480896087,0.969102351,10.0,0.056702216,0.665151761,GDSC2
Selumetinib,1062,8-MG-BA,687562,GBM,nervous_system,glioma,4.510355611,0.979875763,10.0,0.05940071,0.681949568,GDSC2
Selumetinib,1062,A172,687563,GBM,nervous_system,glioma,3.049137375,0.905361907,10.0,0.100512891,-0.15123641,GDSC2
Selumetinib,1062,GB-1,687568,GBM,nervous_system,glioma,4.073050058,0.923616845,10.0,0.041273099,0.43259814,GDSC2
Selumetinib,1062,T98G,687586,GBM,nervous_system,glioma,4.653384324,0.972620792,10.0,0.07973686,0.763504476,GDSC2
Selumetinib,1062,U-118-MG,687588,GBM,nervous_system,glioma,4.098065459,0.926775301,10.0,0.070383373,0.44686191,GDSC2
Selumetinib,1062,YKG-1,687592,GBM,nervous_system,glioma,3.8763693,0.943782396,10.0,0.043818437,0.32045086,GDSC2
Selumetinib,1062,D-542MG,753549,GBM,nervous_system,glioma,5.951935714,0.974985929,10.0,0.044049693,1.503937892,GDSC2
Selumetinib,1062,SNB75,905982,GBM,nervous_system,glioma,5.333978302,0.967862108,10.0,0.07191224,1.151578855,GDSC2
Selumetinib,1062,U251,905983,GBM,nervous_system,glioma,4.322280424,0.954358564,10.0,0.06233759,0.574709182,GDSC2
Selumetinib,1062,SF539,905984,LGG,nervous_system,glioma,2.515762308,0.903299046,10.0,0.073210765,-0.455366632,GDSC2
Selumetinib,1062,SF295,905985,GBM,nervous_system,glioma,4.924670945,0.969489904,10.0,0.071212107,0.918191985,GDSC2
Selumetinib,1062,SF268,905986,GBM,nervous_system,glioma,4.904345862,0.965566426,10.0,0.065138789,0.906602632,GDSC2
Selumetinib,1062,Becker,906746,GBM,nervous_system,glioma,3.617644725,0.930587008,10.0,0.056634795,0.172926224,GDSC2
Selumetinib,1062,CRO-AP2,906807,DLBC,blood,B_cell_lymphoma,4.149836407,0.988025292,10.0,0.019315179,0.476381681,GDSC2
Selumetinib,1062,DB,906832,DLBC,blood,B_cell_lymphoma,4.803487304,0.97927279,10.0,0.03550135,0.849093127,GDSC2
Selumetinib,1062,DBTRG-05MG,906835,GBM,nervous_system,glioma,3.187153843,0.837663038,10.0,0.105508469,-0.072539482,GDSC2
Selumetinib,1062,DK-MG,906839,GBM,nervous_system,glioma,3.735014803,0.915081156,10.0,0.065589802,0.23985059,GDSC2
Selumetinib,1062,DOHH-2,906842,DLBC,blood,B_cell_lymphoma,3.360560656,0.998016442,10.0,0.049188997,0.026337005,GDSC2
Selumetinib,1062,GAMG,906868,LGG,nervous_system,glioma,3.841577996,0.940892152,10.0,0.106477932,0.300612875,GDSC2
Selumetinib,1062,GI-1,906871,LGG,nervous_system,glioma,4.761571925,0.985039453,10.0,0.057999123,0.825192997,GDSC2
Selumetinib,1062,H4,907042,LGG,nervous_system,glioma,3.718795783,0.958745992,10.0,0.060020457,0.230602512,GDSC2
Selumetinib,1062,KALS-1,907271,LGG,nervous_system,glioma,3.084506417,0.893764725,10.0,0.081502807,-0.131068998,GDSC2
Selumetinib,1062,KARPAS-422,907274,DLBC,blood,B_cell_lymphoma,4.894182181,0.979459268,10.0,0.021110336,0.900807305,GDSC2
Selumetinib,1062,KINGS-1,907279,LGG,nervous_system,glioma,3.613059076,0.879484206,10.0,0.080554536,0.170311489,GDSC2
Selumetinib,1062,KNS-42,907282,LGG,nervous_system,glioma,6.195631537,0.980149006,10.0,0.035104127,1.64289314,GDSC2
Selumetinib,1062,KS-1,907313,GBM,nervous_system,glioma,4.236644746,0.946627686,10.0,0.0510299,0.525879757,GDSC2
Selumetinib,1062,MC116,907799,DLBC,blood,B_cell_lymphoma,2.980474642,0.974892998,10.0,0.007243189,-0.190387869,GDSC2
Selumetinib,1062,MOG-G-CCM,908144,LGG,nervous_system,glioma,4.954465838,0.957664183,10.0,0.055548032,0.935181019,GDSC2
Selumetinib,1062,MOG-G-UVW,908145,LGG,nervous_system,glioma,3.304535553,0.93947192,10.0,0.080065318,-0.005608484,GDSC2
Selumetinib,1062,NMC-G1,908449,LGG,nervous_system,glioma,6.502067936,0.927063892,10.0,0.05013526,1.817623036,GDSC2
